LADO;NFC;QR
OESTE;576084987;01200215402
OESTE;;0220202023
OESTE;;0220103021
OESTE;;0220403035
OESTE;;0220401013
OESTE;;0220405022
OESTE;943515464;01200435401
OESTE;947862600;01200435402
OESTE;;0220403019
OESTE;720708101;01200107501
OESTE;704878597;01200107502
OESTE;;0220410006
OESTE;949507656;01200100101
OESTE;276542375;01200100102
OESTE;914119498;01200100201
OESTE;907239754;01200100202
OESTE;922254410;01200100301
OESTE;911919930;01200100302
OESTE;912492874;01200100401
OESTE;918052154;01200100402
OESTE;497540086;01200100501
OESTE;588184469;01200100502
OESTE;908607290;01200100601
OESTE;609865029;01200100602
OESTE;718065572;01200100701
OESTE;710321060;01200100702
OESTE;955666280;01200100801
OESTE;501739718;01200100802
OESTE;842207256;01200100901
OESTE;852211464;01200100902
OESTE;134326309;01200101001
OESTE;941804360;01200101002
OESTE;388842020;01200101101
OESTE;393434404;01200101102
OESTE;769115051;01200101201
OESTE;907053386;01200101202
OESTE;707377060;01200101301
OESTE;711325348;01200101302
OESTE;697888586;01200101401
OESTE;588836107;01200101402
OESTE;615018037;01200101501
OESTE;609445445;01200101502
OESTE;615680821;01200101601
OESTE;910111546;01200101602
OESTE;614549045;01200101701
OESTE;618803253;01200101702
OESTE;610435397;01200101801
OESTE;616461893;01200101802
OESTE;449214920;01200101901
OESTE;450394824;01200101902
OESTE;611904821;01200102001
OESTE;618685749;01200102002
OESTE;447975368;01200102101
OESTE;451069384;01200102102
OESTE;451710408;01200102103
OESTE;605312565;01200102201
OESTE;604131909;01200102202
OESTE;593362987;01200102301
OESTE;598338331;01200102302
OESTE;707543716;01200102401
OESTE;709508772;01200102402
OESTE;614430277;01200102501
OESTE;763903147;01200102502
OESTE;709772964;01200102701
OESTE;706928804;01200102702
OESTE;608742213;01200102801
OESTE;612542021;01200102802
OESTE;610993221;01200102901
OESTE;619276869;01200102902
OESTE;449539256;01200103001
OESTE;440567224;01200103002
OESTE;613312069;01200103101
OESTE;612700741;01200103102
OESTE;177375879;01200103201
OESTE;172128903;01200103202
OESTE;908954698;01200103301
OESTE;910336586;01200103302
OESTE;179467671;01200103401
OESTE;177100439;01200103402
OESTE;608436805;01200103501
OESTE;512167174;01200103502
OESTE;488034294;01200103601
OESTE;517882886;01200103602
OESTE;451503800;01200103701
OESTE;441807544;01200103702
OESTE;705146004;01200103801
OESTE;714259876;01200103802
OESTE;516382470;01200103901
OESTE;507273222;01200103902
OESTE;507210502;01200104001
OESTE;687006933;01200104002
OESTE;566262917;01200104101
OESTE;833170297;01200104102
OESTE;836402025;01200104201
OESTE;830381433;01200104202
OESTE;708848292;01200104301
OESTE;839718184;01200104302
OESTE;844232712;01200104401
OESTE;844359448;01200104402
OESTE;690389546;01200104601
OESTE;693003290;01200104602
OESTE;831178825;01200104701
OESTE;826697561;01200104702
OESTE;171770519;01200104801
OESTE;837790809;01200104802
OESTE;720060836;01200104901
OESTE;705821076;01200104902
OESTE;915770954;01200105001
OESTE;942095448;01200105002
OESTE;554844037;01200105101
OESTE;837659241;01200105102
OESTE;719636900;01200105201
OESTE;717342628;01200105202
OESTE;388421156;01200105301
OESTE;389603364;01200105302
OESTE;570313877;01200105401
OESTE;565480069;01200105402
OESTE;706863268;01200105501
OESTE;712657316;01200105502
OESTE;615217461;01200105601
OESTE;619143477;01200105602
OESTE;719167140;01200105701
OESTE;720576420;01200105702
OESTE;691685588;01200105801
OESTE;719048340;01200105802
OESTE;833777753;01200105901
OESTE;831391081;01200105902
OESTE;572184571;01200106001
OESTE;708154645;01200106002
OESTE;825617753;01200106101
OESTE;824416345;01200106102
OESTE;936704776;01200106201
OESTE;716830100;01200106202
OESTE;132030951;01200106301
OESTE;129715687;01200106302
OESTE;824343641;01200106501
OESTE;822942041;01200106502
OESTE;690028757;01200106601
OESTE;691125445;01200106602
OESTE;928275416;01200106701
OESTE;954526296;01200106702
OESTE;565683589;01200106801
OESTE;492138998;01200106802
OESTE;613719621;01200106901
OESTE;612972341;01200106902
OESTE;387118612;01200107001
OESTE;687881562;01200107002
OESTE;771495611;01200107301
OESTE;755228331;01200107302
OESTE;512759302;01200107401
OESTE;489873910;01200107402
OESTE;619018821;01200107601
OESTE;612774453;01200107602
OESTE;589464619;01200107701
OESTE;386178596;01200107702
OESTE;866383465;01200107801
OESTE;605571893;01200107802
OESTE;761671851;01200107901
OESTE;766009259;01200107902
OESTE;760173755;01200108001
OESTE;587367077;01200108002
OESTE;386548004;01200108201
OESTE;393118260;01200108202
OESTE;600457125;01200108301
OESTE;824187225;01200108302
OESTE;513117958;01200108401
OESTE;500580342;01200108402
OESTE;487990774;01200108501
OESTE;601207205;01200108502
OESTE;906417466;01200108601
OESTE;838844360;01200108602
OESTE;830637000;01200108701
OESTE;945347384;01200108702
OESTE;492722166;01200108901
OESTE;513874694;01200108902
OESTE;832271048;01200109001
OESTE;952056392;01200109002
OESTE;386250020;01200209101
OESTE;386600260;01200209102
OESTE;499751670;01200209401
OESTE;508059398;01200209402
OESTE;499595254;01200209501
OESTE;856022313;01200209502
OESTE;829297624;01200209601
OESTE;846276888;01200209602
OESTE;981708298;01200209701
OESTE;615708213;01200209702
OESTE;610354741;01200209801
OESTE;604123701;01200209802
OESTE;827197912;01200209901
OESTE;833093304;01200209902
OESTE;714250660;01200210001
OESTE;717970852;01200210002
OESTE;887916426;01200210101
OESTE;878179962;01200210102
OESTE;862672953;01200210201
OESTE;862214201;01200210202
OESTE;825052505;01200210301
OESTE;835077977;01200210302
OESTE;390932788;01200210401
OESTE;400915508;01200210402
OESTE;583726283;01200210501
OESTE;398833700;01200210502
OESTE;766534315;01200210601
OESTE;766596267;01200210602
OESTE;673704693;01200210701
OESTE;968466890;01200210702
OESTE;969198842;01200210801
OESTE;867328569;01200210802
OESTE;598372517;01200210901
OESTE;593748373;01200210902
OESTE;951618888;01200211001
OESTE;940996680;01200211002
OESTE;710267540;01200211101
OESTE;716229780;01200211102
OESTE;869972521;01200211201
OESTE;863449913;01200211202
OESTE;601005973;01200211301
OESTE;824716137;01200211302
OESTE;762589115;01200211401
OESTE;758513851;01200211402
OESTE;859095369;01200211501
OESTE;860057401;01200211502
OESTE;826703560;01200211601
OESTE;837324232;01200211602
OESTE;410811366;01200211701
OESTE;694571733;01200211702
OESTE;290765063;01200211801
OESTE;981854986;01200211802
OESTE;506683142;01200211901
OESTE;755045195;01200211902
OESTE;764316843;01200212001
OESTE;879641242;01200212002
OESTE;716487316;01200212101
OESTE;715886756;01200212102
OESTE;718343844;01200212201
OESTE;265157623;01200212202
OESTE;944007768;01200212301
OESTE;947819848;01200212302
OESTE;506531078;01200212401
OESTE;508725510;01200212402
OESTE;280651447;01200212501
OESTE;952644184;01200212502
OESTE;590158501;01200212601
OESTE;487846390;01200212602
OESTE;880680346;01200212701
OESTE;878243978;01200212702
OESTE;125151479;01200212801
OESTE;123762679;01200212802
OESTE;718664868;01200213001
OESTE;277501447;01200213002
OESTE;704475269;01200213101
OESTE;692981637;01200213102
OESTE;835750233;01200213301
OESTE;834889561;01200213302
OESTE;888753050;01200213401
OESTE;133143287;01200213402
OESTE;877311626;01200213501
OESTE;910986058;01200213502
OESTE;566772901;01200213601
OESTE;561628325;01200213602
OESTE;555433653;01200213701
OESTE;559210901;01200213702
OESTE;555954597;01200213801
OESTE;567075493;01200213802
OESTE;715314580;01200213901
OESTE;708169108;01200213902
OESTE;178666903;01200214001
OESTE;768534107;01200214002
OESTE;717601428;01200214101
OESTE;710665636;01200214102
OESTE;392194356;01200214201
OESTE;399946804;01200214202
OESTE;951330632;01200214301
OESTE;912098618;01200214302
OESTE;596825338;01200214401
OESTE;598269946;01200214402
OESTE;709670149;01200214501
OESTE;710133156;01200214502
OESTE;961244378;01200214601
OESTE;968114122;01200214602
OESTE;883322506;01200214701
OESTE;872969626;01200214702
OESTE;887376266;01200214801
OESTE;885089178;01200214802
OESTE;603957653;01200214901
OESTE;916789818;01200214902
OESTE;386314548;01200215001
OESTE;402642724;01200215002
OESTE;592986123;01200215101
OESTE;603052778;01200215102
OESTE;572429563;01200215201
OESTE;599002379;01200215202
OESTE;568394421;01200215301
OESTE;953952072;01200215302
OESTE;688477812;01200215501
OESTE;608570378;01200215502
OESTE;558493573;01200215601
OESTE;555241365;01200215602
OESTE;173619095;01200215701
OESTE;688572533;01200215702
OESTE;697968501;01200215801
OESTE;703303541;01200215802
OESTE;577209083;01200215901
OESTE;602544139;01200215902
OESTE;602538507;01200216001
OESTE;580749819;01200216002
OESTE;856037193;01200216101
OESTE;858994489;01200216102
OESTE;697671450;01200216201
OESTE;698849322;01200216202
OESTE;704864676;01200216301
OESTE;706009764;01200216302
OESTE;825695849;01200216401
OESTE;727359339;01200216402
OESTE;134290439;01200216501
OESTE;734046827;01200216502
OESTE;272900583;01200216601
OESTE;278198743;01200216602
OESTE;692978949;01200216701
OESTE;964559306;01200216702
OESTE;501361078;01200216801
OESTE;502222006;01200216802
OESTE;497376950;01200216901
OESTE;492071590;01200216902
OESTE;906509370;01200217001
OESTE;911715130;01200217002
OESTE;723209307;01200217101
OESTE;733022571;01200217102
OESTE;699354757;01200217201
OESTE;690845813;01200217202
OESTE;914494778;01200217301
OESTE;910185786;01200217302
OESTE;914416186;01200217401
OESTE;907934010;01200217402
OESTE;914572618;01200217501
OESTE;922479930;01200217502
OESTE;911750970;01200217601
OESTE;918501946;01200217602
OESTE;283846391;01200217701
OESTE;284622055;01200217702
OESTE;721719899;01200217801
OESTE;732957035;01200217802
OESTE;615954037;01200217901
OESTE;914176074;01200217902
OESTE;840153096;01200218001
OESTE;841865480;01200218002
OESTE;728842843;01200218101
OESTE;721581403;01200218102
OESTE;911354170;01200218201
OESTE;916285770;01200218202
OESTE;615720789;01200218301
OESTE;911572538;01200218302
OESTE;905997114;01200218401
OESTE;608409973;01200218402
OESTE;569007525;01200318501
OESTE;949587528;01200318502
OESTE;706477972;01200318601
OESTE;719638164;01200318602
OESTE;589534117;01200318701
OESTE;695957332;01200318702
OESTE;;01200318801
OESTE;;01200318802
OESTE;;01200318803
OESTE;708701860;01200318901
OESTE;706679972;01200318902
OESTE;908318522;01200319001
OESTE;910236730;01200319002
OESTE;719712676;01200319101
OESTE;716023188;01200319102
OESTE;911816506;01200319201
OESTE;919613242;01200319202
OESTE;829164248;01200319301
OESTE;823983048;01200319302
OESTE;939930696;01200319401
OESTE;494769654;01200319402
OESTE;908645690;01200319501
OESTE;617000757;01200319502
OESTE;984878858;01200319601
OESTE;972086010;01200319602
OESTE;954133080;01200319701
OESTE;935006984;01200319702
OESTE;503116534;01200319801
OESTE;518027526;01200319802
OESTE;607793717;01200319901
OESTE;615863093;01200319902
OESTE;719322020;01200320001
OESTE;715192484;01200320002
OESTE;909640778;01200320101
OESTE;617623413;01200320102
OESTE;493463542;01200320201
OESTE;518680326;01200320202
OESTE;917390666;01200320301
OESTE;612426869;01200320302
OESTE;120445415;01200320401
OESTE;836937849;01200320402
OESTE;600702373;01200320601
OESTE;595690405;01200320602
OESTE;130924503;01200320701
OESTE;122471895;01200320702
OESTE;848433176;01200320801
OESTE;842511128;01200320802
OESTE;709794196;01200320901
OESTE;952229960;01200320902
OESTE;712750228;01200321001
OESTE;708966820;01200321002
OESTE;567210917;01200321101
OESTE;562640293;01200321102
OESTE;719695764;01200321201
OESTE;709084068;01200321202
OESTE;717396884;01200321301
OESTE;718658196;01200321302
OESTE;951863912;01200321401
OESTE;561758117;01200321402
OESTE;556012469;01200321501
OESTE;695911109;01200321502
OESTE;871814185;01200321601
OESTE;855964217;01200321602
OESTE;855886633;01200321701
OESTE;869598009;01200321702
OESTE;863352377;01200321801
OESTE;866131257;01200321802
OESTE;958561530;01200321901
OESTE;981337098;01200321902
OESTE;868890169;01200322001
OESTE;949513832;01200322002
OESTE;832653000;01200322101
OESTE;486600102;01200322102
OESTE;710253460;01200322201
OESTE;719165844;01200322202
OESTE;274264823;01200322301
OESTE;955007064;01200322302
OESTE;;01200322310
OESTE;912409402;01200322401
OESTE;917877818;01200322402
OESTE;279803639;01200322601
OESTE;849209880;01200322602
OESTE;869996601;01200322701
OESTE;862388809;01200322702
OESTE;950343512;01200322801
OESTE;952158792;01200322802
OESTE;946431560;01200322901
OESTE;945673800;01200322902
OESTE;863050041;01200323001
OESTE;727298651;01200323002
OESTE;734607963;01200323101
OESTE;730182251;01200323102
OESTE;487247350;01200323201
OESTE;840417032;01200323202
OESTE;723685739;01200323301
OESTE;737237595;01200323302
OESTE;725758827;01200323401
OESTE;736932715;01200323402
OESTE;593111851;01200323501
OESTE;595523595;01200323502
OESTE;831487593;01200323601
OESTE;732491867;01200323602
OESTE;705216932;01200323701
OESTE;708090772;01200323702
OESTE;594656917;01200323801
OESTE;593807269;01200323802
OESTE;502278854;01200323901
OESTE;498092982;01200323902
OESTE;722649179;01200324001
OESTE;737863259;01200324002
OESTE;750698293;01200324101
OESTE;943771960;01200324102
OESTE;616234341;01200324201
OESTE;610377077;01200324202
OESTE;618977333;01200324301
OESTE;609569845;01200324302
OESTE;587792667;01200324401
OESTE;589847067;01200324402
OESTE;148249863;01200324501
OESTE;132115943;01200324502
OESTE;618631221;01200324601
OESTE;605962821;01200324602
OESTE;617779253;01200324701
OESTE;620115781;01200324702
OESTE;612609349;01200324801
OESTE;618562373;01200324802
OESTE;497516966;01200324901
OESTE;487328694;01200324902
OESTE;719004965;01200325001
OESTE;710796821;01200325002
OESTE;868278073;01200325101
OESTE;862252601;01200325102
OESTE;857923625;01200325201
OESTE;865453609;01200325202
OESTE;706280612;01200325301
OESTE;719714708;01200325302
OESTE;714775188;01200325501
OESTE;709989284;01200325502
OESTE;915076666;01200325601
OESTE;138959111;01200325602
OESTE;861147209;01200325801
OESTE;868960057;01200325802
OESTE;863677497;01200325901
OESTE;127027943;01200325902
OESTE;853860376;01200326001
OESTE;852365080;01200326002
OESTE;954084168;01200326101
OESTE;732834443;01200326102
OESTE;707981476;01200326201
OESTE;710198692;01200326202
OESTE;720894356;01200326301
OESTE;711982740;01200326302
OESTE;605514613;01200326401
OESTE;761281211;01200326402
OESTE;128542439;01200326501
OESTE;727321995;01200326502
OESTE;500882390;01200326601
OESTE;490260454;01200326602
OESTE;770876075;01200326701
OESTE;710671012;01200326702
OESTE;614619701;01200326801
OESTE;604181829;01200326802
OESTE;492347862;01200326901
OESTE;690417269;01200326902
OESTE;759652795;01200327001
OESTE;763009451;01200327002
OESTE;844529432;01200327101
OESTE;767079339;01200327102
OESTE;399398964;01200327201
OESTE;597568811;01200327202
OESTE;759739819;01200327301
OESTE;755765435;01200327302
OESTE;125036759;01200327401
OESTE;732861563;01200327402
OESTE;989015050;01200327501
OESTE;968328698;01200327502
OESTE;865044041;01200327601
OESTE;867195225;01200327602
OESTE;555310245;01200327701
OESTE;424561494;01200327702
OESTE;720899492;01200327801
OESTE;712808852;01200327802
OESTE;435290198;01200400101
OESTE;830380968;01200400102
OESTE;829201320;01200400201
OESTE;276782071;01200400202
OESTE;;01200400301
OESTE;;01200400302
OESTE;;01200400303
OESTE;709697204;01200400401
OESTE;278268711;01200400402
OESTE;980601866;01200400403
OESTE;711924900;01200400501
OESTE;710010532;01200400502
OESTE;716130212;01200400503
OESTE;986864650;01200400601
OESTE;983810058;01200400602
OESTE;982566922;01200400603
OESTE;866279001;01200400701
OESTE;825337048;01200400702
OESTE;;01200400801
OESTE;;01200400802
OESTE;;01200400803
OESTE;;01200400813
OESTE;463588825;01200400901
OESTE;296562439;01200400902
OESTE;459754713;01200400909
OESTE;963482874;01200401001
OESTE;278061735;01200401002
OESTE;273138871;01200401003
OESTE;844086280;01200401101
OESTE;839672344;01200401102
OESTE;918425674;01200401201
OESTE;849492760;01200401202
OESTE;120674007;01200401301
OESTE;558720149;01200401302
OESTE;873870490;01200401303
OESTE;460596697;01200401401
OESTE;457722089;01200401402
OESTE;970301178;01200401501
OESTE;982749194;01200401502
OESTE;453289705;01200401601
OESTE;467481593;01200401602
OESTE;947610168;01200401701
OESTE;989431306;01200401702
OESTE;589480421;01200401801
OESTE;599197173;01200401802
OESTE;556007301;01200428001
OESTE;562584965;01200428002
OESTE;619344138;01200428101
OESTE;692032026;01200428102
OESTE;716693908;01200428201
OESTE;904415081;01200428202
OESTE;494437814;01200428301
OESTE;502005702;01200428302
OESTE;620098101;01200428401
OESTE;609178677;01200428402
OESTE;604704837;01200428403
OESTE;123589095;01200428501
OESTE;802457144;01200428502
OESTE;609199157;01200428601
OESTE;604697397;01200428602
OESTE;559438229;01200428701
OESTE;568863381;01200428702
OESTE;825539304;01200428801
OESTE;567471749;01200428901
OESTE;698481349;01200428902
OESTE;568296853;01200429001
OESTE;867652153;01200429002
OESTE;868275769;01200429301
OESTE;865001529;01200429302
OESTE;869471033;01200429401
OESTE;838772825;01200429402
OESTE;857535273;01200429501
OESTE;859622697;01200429502
OESTE;596636645;01200429601
OESTE;591292405;01200429602
OESTE;597734901;01200429701
OESTE;596699877;01200429702
OESTE;949720136;01200429801
OESTE;941497448;01200429802
OESTE;462262777;01200429901
OESTE;458128121;01200429902
OESTE;863144249;01200430001
OESTE;866453065;01200430002
OESTE;871031609;01200430101
OESTE;855712329;01200430102
OESTE;281695479;01200430113
OESTE;863681065;01200430201
OESTE;858054697;01200430202
OESTE;844366616;01200430301
OESTE;759220859;01200430302
OESTE;850545432;01200430401
OESTE;988968714;01200430402
OESTE;942286200;01200430501
OESTE;599980277;01200430502
OESTE;589890037;01200430601
OESTE;600317429;01200430602
OESTE;455189993;01200430701
OESTE;455400425;01200430702
OESTE;864017705;01200430801
OESTE;867742761;01200430802
OESTE;862979385;01200430901
OESTE;831565272;01200430902
OESTE;865597753;01200431001
OESTE;568388773;01200431002
OESTE;461810377;01200431101
OESTE;146553141;01200431102
OESTE;947892296;01200431201
OESTE;131838935;01200431202
OESTE;496827110;01200431301
OESTE;489945558;01200431302
OESTE;498845622;01200431401
OESTE;496781750;01200431402
OESTE;487450038;01200431501
OESTE;499900070;01200431502
OESTE;489575382;01200431601
OESTE;500454342;01200431602
OESTE;498892470;01200431701
OESTE;490718374;01200431702
OESTE;832017096;01200431801
OESTE;848067608;01200431802
OESTE;614970933;01200431901
OESTE;716725668;01200431902
OESTE;454122729;01200432001
OESTE;455771129;01200432002
OESTE;840420616;01200432101
OESTE;843535384;01200432102
OESTE;830305224;01200432201
OESTE;830410712;01200432202
OESTE;942096728;01200432301
OESTE;954234952;01200432302
OESTE;500006070;01200432401
OESTE;501849270;01200432402
OESTE;518098950;01200432501
OESTE;497272310;01200432502
OESTE;497731574;01200432601
OESTE;486788598;01200432602
OESTE;498451942;01200432701
OESTE;502776550;01200432702
OESTE;980309002;01200432801
OESTE;960002298;01200432802
OESTE;951162728;01200432901
OESTE;487652518;01200432902
OESTE;565339813;01200433001
OESTE;553697189;01200433002
OESTE;565844405;01200433201
OESTE;563652005;01200433202
OESTE;563640229;01200433301
OESTE;721355172;01200433302
OESTE;490845894;01200433401
OESTE;494692854;01200433402
OESTE;947177032;01200433501
OESTE;558567605;01200433502
OESTE;564779173;01200433601
OESTE;864049721;01200433602
OESTE;578973675;01200433701
OESTE;578749163;01200433702
OESTE;300920071;01200433801
OESTE;866315561;01200433802
OESTE;574024667;01200433901
OESTE;573424859;01200433902
OESTE;693128804;01200434001
OESTE;594854037;01200434002
OESTE;863038009;01200434201
OESTE;696987845;01200434202
OESTE;863975753;01200434301
OESTE;270086567;01200434302
OESTE;573819867;01200434401
OESTE;574283483;01200434402
OESTE;708464804;01200434501
OESTE;707461028;01200434502
OESTE;556986773;01200434601
OESTE;559211925;01200434602
OESTE;979346698;01200434701
OESTE;983773706;01200434702
OESTE;858435385;01200434801
OESTE;860881737;01200434802
OESTE;969407946;01200434901
OESTE;958564042;01200434902
OESTE;417728502;01200435001
OESTE;852511256;01200435002
OESTE;689326170;01200435101
OESTE;588740891;01200435102
OESTE;443774664;01200435109
OESTE;871246649;01200435301
OESTE;870152761;01200435302
OESTE;861019193;01200435303
OESTE;454232041;0220201020
OESTE;866324857;0220202030
OESTE;494189494;0220203029
OESTE;502899337;0220204025
OESTE;;0220206017
OESTE;840345624;0220301039
OESTE;700352298;0220303058
OESTE;;0220307035
OESTE;;0220309026
OESTE;;0220405001
OESTE;698850394;0220408012
OESTE;;022021301601
OESTE;;022041302002
OESTE;;022031300103
OESTE;;021070110404
OESTE;;022030804105
OESTE;;022040401006
OESTE;;022040206307
OESTE;;022031603308
OESTE;;022030603009
OESTE;;022040103410
OESTE;;022030801811
OESTE;;022030703612
OESTE;;022030506413
OESTE;;022050202414
OESTE;;022021305615
OESTE;;022030800216
OESTE;;022030103917
OESTE;;022041005518
OESTE;;022031801619
OESTE;;022050102420
OESTE;;022021401421
OESTE;;021070509922
OESTE;;022020401025
OESTE;;022020605426
OESTE;;021070405927
OESTE;;022050401229
OESTE;;022031605332
OESTE;;022050200733
OESTE;;022030103634
OESTE;;022021102635
OESTE;;022030202438
OESTE;;022040104039
OESTE;;022040301440
OESTE;;021070105641
OESTE;;022031603142
OESTE;;022030505644
OESTE;;022020202845
OESTE;;022031501046
OESTE;;022051500547
